ST DENIS - PORTE DE PARIS,Saint-Denis,48.9301278,2.3563841,331523267
GARE DE MAREIL MARLY,Mareil-Marly,48.8807466,2.0790676,2670874946
GARE DE TORCY MARNE LA VALLEE,Torcy,48.839553,2.6543891,245282439
GARE DE PARC DE SCEAUX,Antony,48.7704401,2.3101604,3523946654
PORT ROYAL,Paris,48.8399194,2.3370971,327432580
GARE MONTPARNASSE,Paris,48.8400624,2.3191085,65331500
Auguste Delaune,Bobigny,48.9066597,2.4605016,2285335352
HOTEL DE VILLE DE BOBIGNY,Bobigny,48.9065183,2.4439977,2485365934
LA COURNEUVE HOTEL DE VILLE,La Courneuve,48.9273439,2.3925113,317532553
Gare de Sartrouville,Sartrouville,48.9378067,2.1572739,26742372
CENTRE DE CHATILLON,Châtillon,48.8046632,2.2897911,2706029289
Mairie de Vélizy,Vélizy-Villacoublay,48.7804205,2.1915292,3548530072
GARE DE PUTEAUX,Puteaux,48.8832604,2.2338074,318536431
GARE DE LA PLAINE STADE DE FRANCE,Saint-Denis,48.9182399,2.3624012,317523448
GARE DU GUICHET,Orsay,48.7049445,2.1917178,152529245
GARE DE CHAVILLE RIVE DROITE,Chaville,48.8122139,2.1878384,96507065
BERCY,Paris,48.8401549,2.3799474,260762540
LES FAUVELLES,La Garenne-Colombes,48.9027775,2.239542,2004497217
MARYSE BASTIE,Paris,48.8243651,2.3776873,2799009849
MARIE DE MIRIBEL,Paris,48.8587125,2.409689,2799009845
GARE DE LA CROIX DE BERNY FRESNES,Antony,48.7624762,2.3046232,3521306585
MOULIN VERT,Vitry-sur-Seine,48.7720542,2.3677924,1883637788
Porte de L'Essonne,Athis-Mons,48.7148721,2.3721698,1806109216
L'ONDE,Vélizy-Villacoublay,48.782059,2.1800868,3516005265
GARE DE RAMBOUILLET,Rambouillet,48.6437409,1.8321116,3533697024
PYRAMIDES,Paris,48.8658665,2.3343872,264494507
GASTON ROULAUD,Drancy,48.9141011,2.4312653,2283276545
BELVEDERE,Suresnes,48.8759807,2.2259596,318536130
MEUDON SUR SEINE,Meudon,48.8191867,2.2391994,210545408
ROSA PARKS,Paris,48.8975528,2.3733886,2799009880
VILLETANEUSE-UNIVERSITE,Villetaneuse,48.9591288,2.3419336,1618816678
GARE DE SURESNES MONT VALERIEN,Suresnes,48.8715902,2.2209422,2504456001
GARE DE MAISONS LAFFITTE,Maisons-Laffitte,48.9458096,2.1445481,315059834
GARE DE STADE DE FRANCE ST DENIS,Saint-Denis,48.9177608,2.3504575,317523333
GARE DE GENNEVILLIERS,Gennevilliers,48.9336959,2.3075627,90674268
Porte de Versailles,Paris,48.8326135,2.2884024,134305192
Baron Le Roy,Paris,48.8303724,2.3933647,2094055759
PETIT PIERREFITTE,Pierrefitte-sur-Seine,48.9526282,2.3580013,2055931212
LAMARTINE,Villejuif,48.7836685,2.3670905,1883637818
GARE DE FONTENAY SOUS BOIS,Fontenay-sous-Bois,48.8437078,2.4637379,241929128
Gare de Bures sur Yvette,Bures-sur-Yvette,48.695672,2.163126,117982574
LE LUTH,Gennevilliers,48.9318565,2.2888637,1810231876
Maurice Lachâtre,Drancy,48.9191701,2.4137942,2283276387
LES MILONS,Saint-Cloud,48.8498416,2.2212274,318534519
PORTE DE VANVES,Paris,48.8274136,2.3066496,1775401613
Bretagne,Chevilly-Larue,48.7681563,2.3680137,1883637798
GARE DE ST MAUR CRETEIL,Saint-Maur-des-Fossés,48.806815,2.471445,1860385899
GARE ST LAZARE,Paris,48.87653,2.3252374,3533789791
JEAN ROSTAND,Bobigny,48.9078496,2.4543566,2285335368
LE VILLAGE,Gennevilliers,48.933378,2.2948343,1810231879
LES COTEAUX,Saint-Cloud,48.8573704,2.2205967,318535652
PARC DE ST CLOUD,Saint-Cloud,48.843015,2.221779,1370384292
HOPITAL ROBERT DEBRE,Paris,48.8794405,2.4012509,2799009836
PORTE DE RUNGIS,Rungis,48.7526422,2.3555827,1883637811
GARE DE VAL D ARGENTEUIL,Argenteuil,48.9504598,2.2314608,3571598017
GARE DE LA COURNEUVE AUBERVILLIERS,La Courneuve,48.9244564,2.386533,327647338
GARE DE ROSNY SOUS BOIS,Rosny-sous-Bois,48.8704041,2.4858338,3572284631
Parc Px,Roissy-en-France,49.0100659,2.5706567,481046183
ELLA FITZGERALD - GRANDS MOULINS DE PANTIN,Paris,48.8974255,2.3949836,2799009830
Denfert Rochereau,Paris,48.8330952,2.3331622,21310914
GARE DE SCEAUX,Sceaux,48.781462,2.2974368,166004551
GARE DE TOURNAN,Tournan-en-Brie,48.739528,2.7587137,331941692
GARE DU VAL D'OR,Saint-Cloud,48.8567128,2.2165482,2504455995
COUR ST EMILION,Paris,48.8334522,2.385662,3146958064
PLACE DE LA LOGISTIQUE (PLATEFORME SOGARIS),Rungis,48.7523925,2.3610206,1806109260
GARE DE DRANCY,Drancy,48.9327015,2.4545327,331850678
GARE DE LAPLACE,Arcueil,48.8078599,2.3337534,2156465759
GARE D'ERMONT EAUBONNE,Ermont,48.980552,2.271356,1903641987
AVENUE DE FRANCE,Paris,48.8255509,2.3811107,2799009802
Porte de Vincennes,Paris,48.8472979,2.408263,27371900
DELAUNAY - BELLEVILLE,Saint-Denis,48.9454984,2.3472881,2712192222
GARE DE GENTILLY,Gentilly,48.8153713,2.3408362,1333685615
GARE DE PALAISEAU,Palaiseau,48.7178575,2.2464627,253868629
GARE DE BOIS COLOMBES,Bois-Colombes,48.9141353,2.27174,1545044391
Olympiades,Paris,48.8269104,2.3661972,264491193
Bobigny - Pablo Picasso,Bobigny,48.9064052,2.4491919,1771632724
CAROLINE AIGLE (ORLYFRET),Orly,48.7385708,2.3698978,2680393667
LACEPEDE,Épinay-sur-Seine,48.9558873,2.3114997,2712192224
CHATELET LES HALLES,Paris,48.8621487,2.3467922,3190883103
GARE DE RUEIL MALMAISON,Rueil-Malmaison,48.887235,2.1715571,370833762
Aéroport CDG Terminal 3 - Roissypole,Tremblay-en-France,49.0098755,2.5613951,481046182
DELPHINE SEYRIG,Pantin,48.8938409,2.3977511,2799009827
PARC ANDRE MALRAUX,Châtillon,48.7998644,2.2819269,1973502734
PORTE DE THIAIS (MARCHE INTERNATIONAL),Chevilly-Larue,48.7595189,2.3661292,1805209450
GARE DE NOISY LE GRAND MONT D'EST,Noisy-le-Grand,48.8407958,2.5477591,239822735
GARE DE SEVRAN BEAUDOTTES,Sevran,48.9475609,2.5247252,3571816329
GARE DE CRETEIL POMPADOUR,Créteil,48.7715403,2.4352763,3496469996
GARE DE MONTREUIL,Versailles,48.8065022,2.151066,369682932
MEUDON LA FORET,Meudon,48.7834346,2.2253169,52648435
AUGUSTE PERRET (CIMETIERE PARISIEN),Chevilly-Larue,48.7633306,2.3676836,1805209483
GARE DE NOISIEL,Noisiel,48.8434831,2.6163935,299462418
GARE DE VAL DE FONTENAY,Fontenay-sous-Bois,48.8541841,2.4892001,319204791
GARE DU VESINET LE PECQ,Le Vésinet,48.8982337,2.121941,286909340
GARE DE VILLEPINTE,Villepinte,48.9629265,2.5124428,3547226790
Parc Pr,Roissy-en-France,49.0089821,2.5447882,481046175
GARE DE ST DENIS,Saint-Denis,48.935061,2.3454394,2507487838
TIMBAUD,Gennevilliers,48.9327702,2.3012942,1810231869
POTERNE DES PEUPLIERS,Paris,48.8208539,2.350711,1773421166
GARE DE ST GERMAIN EN LAYE,Saint-Germain-en-Laye,48.8985657,2.0950158,87360108
GARE DE VINCENNES,Vincennes,48.8473177,2.4334904,1730998187
GARE DE COURCELLE SUR YVETTE,Gif-sur-Yvette,48.7008969,2.0990597,117982636
GARE DE ST GERMAIN EN LAYE BEL AIR FOURQUEUX,Saint-Germain-en-Laye,48.8946352,2.0699414,2670874948
MARCHE DE ST DENIS,Saint-Denis,48.9385745,2.3558735,2283276677
PORTE DE BAGNOLET,Paris,48.8645515,2.4088118,243507234
LES PAVILLONS SOUS BOIS T4,Les Pavillons-sous-Bois,48.9026648,2.5119616,2845952939
LA DEFENSE,Puteaux,48.8930846,2.2376319,3586000197
HELENE BOUCHER (ORLYTECH),Paray-Vieille-Poste,48.7399463,2.3600613,1883637801
LA BELLE EPINE,Rungis,48.7558771,2.3684946,1806109258
MADELEINE,Paris,48.8693906,2.3253852,264117312
GARE DE LOZERE,Palaiseau,48.7060013,2.2116884,117933819
PONT GARIGLIANO - HOPITAL EUROPEEN GEORGE POMPIDOU,Paris,48.8393018,2.2706619,3574677130
GARE DES BOULLEREAUX CHAMPIGNY,Champigny-sur-Marne,48.8248565,2.511885,237931296
GARE DE GROSLAY,Groslay,48.9843583,2.3535023,2515585657
COSMONAUTES,Saint-Denis,48.9317159,2.3782024,2283276478
Porte de Charenton,Paris,48.8322556,2.3989811,264491320
AUBER,Paris,48.8723107,2.3297051,354969611
DANTON,La Courneuve,48.9226717,2.4066284,2283276581
GEORGES MILLANDY,Meudon,48.7834482,2.2308449,3515798874
GARE DE ROBINSON,Sceaux,48.7800909,2.2812665,1039320594
